original_price,age,condition,brand_tier,resale_price
76882,9,4,2,7730.23
11827,6,1,1,1178.78
433915,10,1,3,43349.66
76144,5,2,2,7550.24
10063,9,4,1,1005.52
65999,0,4,2,63955.68
286253,3,2,3,117717.93
13139,1,1,1,6962.72
60724,7,3,2,5855.92
31527,0,5,2,28374.3
20951,3,1,2,4281.79
7723,1,2,1,4794.99
28744,10,5,2,2984.99
63251,2,5,2,37352.01
17503,5,3,1,1670.45
65764,6,1,2,6729.61
268018,1,5,3,221016.56
12860,5,3,1,1267.45
6630,1,4,1,4635.67
65345,10,1,2,6396.38
12535,0,3,1,11284.77
226900,8,4,3,21986.0
8452,10,5,1,814.91
66270,0,4,2,61784.48
30086,6,1,2,3129.15
48611,8,2,2,4923.98
16454,8,5,1,1680.55
172877,5,1,3,16810.39
14128,6,4,1,1447.18
260623,7,2,3,26329.2
13384,6,5,1,1373.78
25786,1,5,2,21013.65
34774,4,3,2,3610.03
10848,1,2,1,6211.42
16176,5,2,1,1667.61
17219,10,2,1,1771.36
495530,5,3,3,77656.18
67101,9,4,2,6891.63
13012,5,3,1,1307.0
27935,1,1,2,16339.82
65816,4,4,2,10128.1
338065,8,4,3,35267.21
8725,1,2,1,5147.88
17654,1,4,1,11953.45
15861,2,1,1,4819.62
192748,1,5,3,170849.75
39375,3,4,2,13670.26
367881,1,1,3,237854.56
19349,5,2,1,1871.79
34673,10,2,2,3334.45
35716,0,1,2,28170.49
32645,1,4,2,25431.03
29085,10,3,2,2844.59
36980,1,3,2,25031.18
79658,1,5,2,66374.24
408718,10,5,3,38873.89
9035,6,2,1,897.87
13179,8,4,1,1335.86
19771,0,1,1,15957.05
8726,1,3,1,5917.76
10066,1,3,1,6259.53
27016,2,1,2,10483.34
59979,4,3,2,6247.27
22909,6,4,2,2305.48
14561,8,2,1,1409.44
166620,6,1,3,16734.92
371194,7,1,3,38192.32
5941,8,5,1,616.66
186831,5,4,3,37994.02
11046,6,3,1,1100.64
10192,10,4,1,998.03
55262,10,4,2,5367.92
22730,3,3,2,7103.36
56021,10,2,2,5450.9
5394,0,1,1,4127.49
492168,7,2,3,51622.1
33271,2,2,2,14278.51
69735,7,5,2,7125.17
39554,5,5,2,3766.16
153120,6,2,3,14890.77
492451,9,3,3,48194.58
27951,9,5,2,2722.03
58397,3,4,2,19622.15
17349,7,4,1,1675.61
14176,2,1,1,4218.55
190163,1,1,3,125715.1
29469,0,1,2,22531.86
355458,8,4,3,34897.83
294355,9,3,3,28561.86
25095,3,1,2,4991.64
55290,6,3,2,5526.17
253293,3,4,3,131337.4
10118,6,5,1,1058.37
28205,5,2,2,2856.21
417307,7,3,3,40895.94
183442,7,3,3,18364.99
55408,9,1,2,5499.38
440206,9,5,3,44052.15
101793,3,1,3,35706.73
492385,1,4,3,389958.0
72138,3,1,2,14736.33
36904,5,5,2,3553.42
51046,6,4,2,5313.61
13487,6,4,1,1352.1
172128,6,4,3,16739.13
17145,7,2,1,1644.96
43405,0,1,2,35456.24
490975,10,4,3,49988.72
52376,8,5,2,5142.28
242206,3,1,3,81995.25
243619,6,4,3,24275.64
204142,0,5,3,183727.8
488935,8,1,3,49433.26
384154,6,1,3,39943.81
23059,0,4,2,20997.13
53858,0,5,2,53770.62
31599,2,1,2,12798.85
11497,4,3,1,1191.66
357418,6,2,3,36195.52
173332,3,2,3,69653.49
12704,10,4,1,1239.0
21091,7,5,2,2138.73
94273,6,5,3,9657.37
284080,6,1,3,29554.28
18639,5,1,1,1950.93
230097,7,5,3,22490.76
19876,8,3,1,1936.51
335222,7,4,3,32152.8
26544,3,2,2,6730.2
137994,4,3,3,43005.59
69646,3,1,2,13474.82
8786,6,2,1,846.84
6667,5,4,1,659.95
64537,0,1,2,50517.92
42808,7,2,2,4171.79
33077,4,2,2,3429.78
173101,2,3,3,99539.41
40778,1,1,2,25237.93
202584,6,1,3,19602.57
269727,10,3,3,27790.7
17505,6,4,1,1674.26
15937,0,4,1,14513.22
34628,4,4,2,5224.46
131966,4,2,3,32195.74
22197,3,1,2,4248.76
19145,2,4,1,8925.32
10600,5,4,1,1037.15
394645,10,2,3,39260.25
332235,6,5,3,33487.86
12034,2,2,1,4381.58
372548,1,5,3,330857.27
19534,9,4,1,1947.31
6893,5,2,1,712.57
23290,4,4,2,3493.98
311683,2,5,3,225218.08
42615,5,2,2,4106.03
365450,3,5,3,205412.73
16315,1,2,1,9598.53
13096,5,5,1,1307.69
68622,4,2,2,6716.29
10480,4,1,1,1058.04
338666,6,4,3,32283.52
20884,4,1,2,2026.24
456438,1,4,3,350295.33
41018,7,3,2,4093.69
340487,9,2,3,34034.72
15486,7,5,1,1552.39
71599,8,4,2,7352.11
23581,10,1,2,2322.73
44212,4,1,2,4339.52
9673,2,4,1,4293.74
487978,9,4,3,50438.02
19717,8,3,1,1945.31
18409,9,1,1,1862.84
53833,7,5,2,5430.02
23911,8,2,2,2337.53
184263,5,2,3,18880.81
46890,7,1,2,4802.59
17792,2,2,1,6277.15
62290,4,1,2,6344.0
72322,7,1,2,7014.61
51968,4,4,2,7633.96
124857,3,3,3,57280.76
24582,9,5,2,2506.72
54077,5,2,2,5406.31
53321,1,4,2,39115.73
19256,0,1,1,15809.06
15919,1,5,1,11426.02
444888,2,5,3,301188.13
58478,4,4,2,9148.84
78617,9,4,2,8098.81
37133,9,3,2,3606.37
209589,9,3,3,20043.78
350787,2,4,3,228008.2
209031,3,5,3,113498.15
17751,8,4,1,1734.89
488666,0,5,3,439799.4
43296,7,1,2,4149.46
29037,2,1,2,11804.56
486872,1,1,3,322352.87
320315,0,4,3,292886.92
336168,10,5,3,31985.76
18432,6,1,1,1838.86
382802,3,5,3,217144.59
5775,3,5,1,1459.72
57568,0,5,2,51811.2
239752,2,4,3,148653.1
12843,5,2,1,1251.99
69114,3,3,2,21517.87
9568,5,3,1,916.46
52188,2,4,2,29482.1
267784,3,2,3,108393.3
239559,2,1,3,116455.08
57702,5,3,2,5635.94
390656,10,4,3,39079.19
259897,4,5,3,106942.21
18242,0,5,1,16417.8
121994,3,4,3,62756.25
43978,6,2,2,4526.34
331722,10,5,3,32621.48
71930,0,4,2,66311.14
16147,9,5,1,1602.55
46499,2,2,2,21800.21
14332,3,2,1,1373.24
71362,4,2,2,7265.75
33373,9,1,2,3267.86
54825,3,1,2,10634.75
9783,1,4,1,6538.86
9629,8,1,1,964.74
57466,7,3,2,5996.91
58657,4,1,2,5828.33
244060,9,1,3,24262.61
16293,3,3,1,2461.26
9482,5,4,1,944.25
49659,3,1,2,9730.58
45209,10,3,2,4389.76
55332,4,5,2,11443.59
56808,4,1,2,5618.3
28421,8,3,2,2876.58
229729,8,3,3,21957.23
195659,0,5,3,176093.1
9359,1,3,1,6339.58
11294,9,1,1,1116.89
95665,3,2,3,37963.8
456633,7,3,3,43820.46
200157,7,1,3,19985.61
125554,6,3,3,12061.98
9077,2,5,1,4594.2
435730,3,4,3,224672.84
57875,10,1,2,5979.59
8549,10,5,1,872.29
5620,6,1,1,558.01
70745,4,4,2,10648.78
18798,6,4,1,1836.71
19215,7,4,1,1939.13
70025,4,5,2,14507.88
316359,4,4,3,113991.71
10092,6,2,1,1005.38
441382,9,4,3,43467.34
44340,6,3,2,4316.34
276429,7,5,3,28565.53
17500,10,4,1,1768.32
328784,10,4,3,33314.79
15236,9,2,1,1511.28
249493,3,3,3,113422.44
5332,4,1,1,546.93
67974,7,2,2,6846.48
442687,4,1,3,87809.77
49430,8,2,2,4875.06
18790,9,2,1,1825.18
17683,7,5,1,1692.1
178151,3,2,3,69059.71
63925,9,5,2,6129.95
8039,8,4,1,823.33
39798,3,1,2,7835.07
8792,5,4,1,918.93
34953,7,1,2,3375.15
51759,7,1,2,5235.76
93472,10,4,3,9409.89
218615,8,5,3,22286.34
41666,10,1,2,4240.98
70533,5,1,2,6797.08
63589,2,1,2,25283.5
16799,5,2,1,1601.63
306261,5,4,3,60814.72
65410,8,1,2,6503.64
39685,6,3,2,3965.44
327018,2,3,3,192068.99
61084,10,3,2,6118.6
13363,5,1,1,1396.02
86863,8,4,3,9101.64
79275,5,3,2,8031.17
20386,1,3,2,14004.62
101929,9,2,3,9918.83
148160,2,4,3,91599.95
34963,2,5,2,20357.8
33923,4,1,2,3341.74
18033,3,2,1,1754.09
40535,4,1,2,3993.13
7848,4,1,1,779.18
31996,1,3,2,21383.05
18690,7,5,1,1804.08
18846,4,3,1,1942.19
353978,4,4,3,127110.51
40469,10,2,2,4137.86
11747,9,1,1,1133.16
13994,4,2,1,1356.65
43277,5,3,2,4457.49
8290,5,3,1,840.93
114190,3,2,3,44191.18
33316,5,5,2,3167.86
14067,6,5,1,1454.33
25404,10,2,2,2514.08
72090,0,1,2,58189.93
75981,10,5,2,7236.54
57997,10,1,2,5749.22
147947,7,1,3,14912.23
367861,10,5,3,35991.43
12938,5,5,1,1301.75
138117,10,3,3,14106.53
52681,2,1,2,20092.8
17559,10,3,1,1718.5
360837,6,3,3,36776.78
441522,8,5,3,46207.49
16916,2,4,1,7373.46
57984,4,2,2,5768.51
8931,2,4,1,4031.71
10156,2,5,1,5090.78
5058,5,5,1,508.41
140267,5,2,3,14002.53
26518,1,5,2,22155.82
18446,3,2,1,1754.26
8200,5,3,1,788.73
31741,0,5,2,28566.9
77093,1,2,2,48117.47
12366,3,4,1,2504.57
87755,9,1,3,8758.22
31341,5,2,2,3285.17
36106,3,5,2,14313.2
26318,5,5,2,2677.09
165461,2,4,3,108371.98
21549,0,5,2,20532.87
76323,2,3,2,39328.26
386674,5,3,3,57361.69
77152,5,1,2,7617.54
288176,1,3,3,206117.94
145928,2,3,3,86893.46
31152,9,5,2,3066.6
289539,1,5,3,252281.73
162711,1,5,3,139868.53
60523,9,3,2,5849.84
44120,6,3,2,4591.95
66051,6,5,2,6528.22
17849,4,5,1,1821.06
68941,10,4,2,7208.21
342378,0,1,3,284860.02
12750,9,4,1,1233.41
13130,0,4,1,12167.43
47382,6,3,2,4569.34
90202,3,3,3,39044.76
150157,0,5,3,135141.3
66680,6,3,2,6413.4
22887,10,3,2,2365.07
27774,5,1,2,2897.62
393809,0,1,3,312045.46
7574,1,4,1,5280.62
38493,2,2,2,17625.14
281635,9,5,3,29321.41
10651,5,5,1,1068.57
34938,4,5,2,6711.52
478903,6,1,3,49570.06
32732,9,2,2,3186.11
78338,3,4,2,26276.49
417749,8,3,3,40541.46
6621,3,3,1,1013.64
251962,6,4,3,24179.24
10017,7,2,1,967.56
18965,2,2,1,6789.01
14116,6,5,1,1345.4
233319,7,1,3,24214.69
190522,4,2,3,45775.12
24243,0,2,2,20912.2
10373,0,2,1,9140.96
48537,6,1,2,4727.13
39972,7,1,2,3946.47
64765,6,4,2,6632.92
49479,3,2,2,12369.24
8402,2,1,1,2616.21
67083,9,5,2,6970.84
28980,9,3,2,2991.16
401575,5,4,3,80365.35
8119,0,4,1,8035.93
9613,6,5,1,979.34
183725,4,4,3,64300.47
32807,10,5,2,3129.38
13090,1,4,1,9335.13
45249,6,2,2,4678.66
230098,9,2,3,23832.31
17257,9,5,1,1744.26
40775,10,3,2,4131.02
66834,5,5,2,6576.76
48109,1,5,2,38347.02
63252,3,5,2,25637.65
224114,5,3,3,34746.55
15163,3,3,1,2317.66
15274,7,5,1,1485.57
13719,6,1,1,1407.2
16330,7,1,1,1636.73
13534,5,4,1,1305.52
70034,8,4,2,7228.7
157249,8,3,3,16203.08
12056,6,3,1,1214.33
43299,0,4,2,42703.08
13628,8,1,1,1377.75
61744,8,2,2,6408.81
161232,5,1,3,15451.63
37014,4,1,2,3633.83
22004,9,3,2,2123.39
152568,5,4,3,29966.33
12227,3,4,1,2557.93
37984,9,1,2,3896.74
6912,7,1,1,691.65
23562,3,3,2,7159.98
231437,5,2,3,23053.2
59147,7,5,2,6175.73
72624,3,4,2,24896.01
7980,10,1,1,765.09
5138,0,1,1,4107.33
72654,5,1,2,7151.03
11513,9,2,1,1173.1
10212,1,5,1,7510.3
7173,3,2,1,705.22
30924,2,3,2,15556.27
23807,0,4,2,22995.6
30407,3,2,2,7320.72
49346,8,2,2,5019.21
304817,7,4,3,29178.04
79501,0,4,2,72760.84
5555,8,4,1,539.35
248240,8,4,3,25326.79
393175,4,1,3,78817.2
196530,9,1,3,18722.99
69369,2,3,2,33994.74
49246,10,3,2,4739.58
40026,5,1,2,4117.47
64123,5,5,2,6247.74
205244,4,3,3,63565.77
145259,3,3,3,62440.55
18409,3,5,1,4799.51
492402,2,2,3,273377.13
382356,4,4,3,133807.38
45226,4,1,2,4453.53
63758,2,3,2,32362.08
12890,6,5,1,1282.06
252737,0,3,3,238196.55
54120,8,3,2,5482.05
17611,8,1,1,1723.03
15423,4,3,1,1585.63
399145,9,5,3,38794.55
11110,8,4,1,1160.7
34678,1,3,2,23548.74
79836,5,4,2,8237.65
17410,3,4,1,3650.36
168856,5,2,3,16093.23
41265,6,2,2,4146.15
6101,10,3,1,637.12
32879,8,2,2,3262.91
158181,1,2,3,111709.69
19319,0,1,1,14725.01
16306,5,3,1,1662.02
15939,8,1,1,1534.07
52997,10,2,2,5562.53
10190,9,5,1,1038.53
19940,8,2,1,1906.38
47868,8,1,2,4792.91
46339,10,4,2,4437.86
5065,1,4,1,3605.23
19523,10,3,1,2005.9
121678,2,2,3,68389.41
369226,6,4,3,36436.52
9441,10,5,1,986.05
403559,10,4,3,39648.47
55894,9,5,2,5814.39
45582,8,1,2,4494.62
9978,10,5,1,1042.9
35283,2,5,2,22004.43
79353,10,2,2,8071.18
9903,4,2,1,968.56
237445,6,5,3,24123.52
54987,3,2,2,14265.29
36579,9,2,2,3616.97
44870,4,2,2,4527.52
30681,9,3,2,2957.73
15346,3,2,1,1585.53
68036,9,1,2,6906.0
12466,7,5,1,1274.52
51593,1,3,2,35848.66
423976,8,1,3,42660.63
6535,7,1,1,622.23
9324,5,4,1,940.51
27948,6,1,2,2658.34
19913,6,3,1,1980.8
68410,0,2,2,55903.2
65125,3,3,2,20066.59
7980,7,2,1,775.23
109327,4,2,3,26410.57
14783,6,3,1,1493.26
312143,4,2,3,76798.57
72730,9,2,2,7548.61
28689,5,4,2,2830.45
35830,1,2,2,23198.04
8196,1,3,1,5156.42
480394,8,3,3,46937.46
225029,3,5,3,123347.51
17525,9,2,1,1778.21
46717,0,3,2,41671.18
25071,4,2,2,2412.65
76175,2,1,2,29421.25
6668,0,1,1,5181.64
41826,10,2,2,4015.15
71065,6,2,2,7227.39
31343,2,2,2,14192.31
17106,1,2,1,10146.51
22138,8,5,2,2203.23
9764,8,3,1,1009.48
38301,7,2,2,3751.64
8490,9,1,1,885.48
52651,5,1,2,5139.35
110793,7,4,3,11464.88
45886,9,3,2,4418.71
14991,2,1,1,4284.67
15899,10,5,1,1559.85
42841,9,4,2,4419.41
13735,8,3,1,1391.4
375725,1,4,3,287589.1
44993,8,3,2,4331.59
33757,3,3,2,10306.51
292615,1,3,3,220009.23
216716,6,2,3,21129.42
33129,4,3,2,3274.12
28750,10,3,2,2968.15
14283,0,2,1,12683.62
74836,9,5,2,7662.69
45297,7,5,2,4461.92
237687,8,4,3,24415.57
25300,3,3,2,7283.37
43660,2,3,2,21800.85
441936,7,1,3,43251.8
9894,9,4,1,944.46
10998,5,4,1,1138.32
486881,6,5,3,47984.58
9391,10,2,1,915.76
23343,4,4,2,3378.16
8609,2,4,1,4044.67
41729,4,4,2,6385.24
476469,1,2,3,326969.29
496714,5,1,3,51590.44
144996,0,1,3,118427.54
35985,8,4,2,3425.0
151641,2,4,3,101207.69
75572,10,3,2,7387.09
27393,3,4,2,9707.42
175236,0,4,3,161768.06
76128,0,3,2,67197.77
5817,3,3,1,912.21
7802,4,1,1,741.5
44287,0,4,2,41225.01
10171,5,1,1,1008.54
387210,8,5,3,37553.8
11498,5,2,1,1160.23
494714,5,1,3,49334.3
27218,6,3,2,2835.27
61929,2,1,2,24643.21
6274,3,1,1,596.44
50515,2,2,2,22155.09
49076,1,2,2,30758.14
9363,1,5,1,6870.02
77805,9,3,2,7993.54
45749,2,1,2,18693.34
26240,7,1,2,2640.95
26113,4,5,2,5432.98
262949,9,2,3,25211.2
7509,4,4,1,716.37
475807,8,3,3,49360.81
475550,5,1,3,47001.05
54054,9,2,2,5190.32
65118,7,1,2,6311.32
65387,3,3,2,19698.76
19064,0,3,1,17959.29
49068,2,2,2,22763.2
73520,0,2,2,63971.63
75758,8,4,2,7371.33
131099,8,3,3,13289.97
7719,8,3,1,765.67
111651,5,5,3,27557.31
70919,9,3,2,6885.33
17713,0,3,1,15412.11
8415,5,2,1,879.36
457126,8,2,3,45639.77
307151,10,5,3,29624.56
10603,1,2,1,6191.7
174756,1,5,3,146238.97
61585,7,5,2,6030.38
7070,4,4,1,727.56
15266,6,2,1,1562.74
16972,6,2,1,1711.04
60907,10,3,2,6186.49
258389,1,3,3,197274.25
406407,1,4,3,339030.12
64313,1,1,2,39706.86
12569,4,5,1,1204.87
87031,10,3,3,8373.45
262065,1,3,3,202527.64
60922,3,1,2,12788.3
212850,7,3,3,22314.26
60962,1,1,2,37930.43
53285,0,5,2,51405.55
13986,6,4,1,1370.09
8458,7,3,1,878.83
59326,9,3,2,5744.51
39584,4,2,2,3782.45
118499,7,4,3,12368.08
450637,8,3,3,44364.78
8560,6,1,1,877.69
34474,9,3,2,3335.09
52326,3,5,2,20808.1
59960,1,3,2,41032.1
52260,2,3,2,27108.11
9523,0,3,1,8386.84
384384,10,3,3,38588.22
63861,7,5,2,6177.04
63637,3,1,2,13133.82
31671,3,1,2,6599.8
19453,4,4,1,1993.64
19275,0,5,1,18561.55
27917,0,2,2,24575.85
16180,2,2,1,5839.1
152098,10,4,3,14674.97
40653,5,5,2,4141.19
41793,5,2,2,4298.66
171593,0,4,3,170422.21
16754,10,3,1,1725.72
25697,7,5,2,2484.95
75497,6,3,2,7334.18
53163,8,2,2,5334.37
14976,6,2,1,1535.64
36194,9,3,2,3652.12
11512,2,5,1,5750.56
299807,9,3,3,31338.97
158559,6,4,3,16218.62
422463,1,3,3,321861.34
16026,10,3,1,1556.42
73360,10,5,2,7178.79
7406,10,3,1,719.4
12157,9,1,1,1219.16
299352,7,5,3,28447.79
61760,0,1,2,49458.41
62520,10,2,2,6032.97
16239,5,4,1,1689.44
381276,1,5,3,326131.58
9246,10,1,1,904.58
105288,10,5,3,11027.81
14983,5,4,1,1467.76
57268,2,3,2,27938.4
74094,0,1,2,58689.87
16086,0,1,1,13258.27
298738,8,2,3,31103.32
221191,10,2,3,21575.29
6450,7,1,1,672.59
38077,0,2,2,32510.52
204833,4,3,3,60217.78
40887,8,3,2,3978.13
406220,3,1,3,143124.82
77014,2,3,2,38340.62
74795,6,2,2,7490.94
11115,10,3,1,1075.33
69772,3,5,2,27891.89
33513,9,5,2,3321.05
5520,3,3,1,835.52
307974,8,5,3,32081.09
10608,4,1,1,1066.76
50077,3,3,2,14959.02
31288,7,5,2,3267.04
45055,6,3,2,4618.08
11730,7,3,1,1135.12
293014,8,1,3,29964.43
25108,2,5,2,15294.25
11462,8,1,1,1142.94
95011,7,5,3,9642.5
9665,8,1,1,970.93
79169,10,4,2,8267.43
12390,4,2,1,1287.54
18026,6,3,1,1864.04
371453,10,3,3,38526.09
5573,9,1,1,542.82
65285,1,1,2,37902.28
11534,10,5,1,1103.62
72425,9,1,2,7572.58
17417,2,4,1,8030.29
339177,9,1,3,35219.4
39901,8,4,2,3906.72
18945,10,2,1,1976.27
54866,1,4,2,39521.3
21888,0,2,2,19072.41
50083,10,4,2,5030.06
59794,8,5,2,6268.87
73847,5,5,2,7479.7
31246,0,4,2,29472.41
35967,3,3,2,11094.93
9719,4,4,1,976.22
19491,5,4,1,2038.49
9779,2,5,1,4664.39
120710,9,4,3,11562.02
14439,2,2,1,5142.11
474905,2,1,3,244848.2
69705,0,4,2,64323.75
13267,9,5,1,1325.77
50960,2,5,2,31469.85
444748,0,1,3,349967.37
395666,1,5,3,323184.67
64678,5,2,2,6400.25
37845,5,1,2,3816.38
71056,10,1,2,7358.09
459490,4,1,3,87523.34
77621,0,3,2,72269.0
28611,8,1,2,2731.74
52528,10,2,2,5015.81
54894,4,1,2,5516.17
32273,0,1,2,25297.57
130654,7,3,3,13650.76
69678,7,4,2,6791.27
58081,6,3,2,5943.13
391459,7,1,3,39648.1
57083,0,1,2,45979.02
313185,2,1,3,153488.52
65709,0,5,2,63032.69
287661,10,5,3,27898.41
83578,9,4,3,8237.9
498409,2,5,3,333893.28
257729,5,5,3,65056.6
171066,8,1,3,17089.3
31556,1,2,2,20456.14
77324,8,4,2,7410.6
438347,4,1,3,86906.95
43121,1,2,2,26730.97
12967,4,2,1,1295.2
7337,8,3,1,698.39
25148,10,1,2,2501.42
6040,9,2,1,617.2
121681,10,3,3,11669.45
415624,4,3,3,123020.58
427163,5,4,3,82270.92
7923,8,5,1,760.8
66442,2,2,2,30766.5
36043,7,5,2,3639.26
12556,10,5,1,1257.82
12133,1,1,1,6638.12
18330,5,5,1,1903.15
15914,0,2,1,13189.83
41134,8,2,2,3935.62
19297,1,2,1,11056.5
265246,8,3,3,27296.07
463660,6,2,3,48241.94
46075,3,4,2,16339.59
7390,5,4,1,729.66
21706,8,4,2,2105.32
16239,8,5,1,1564.97
48750,1,4,2,38040.52
26138,6,3,2,2516.8
496795,3,4,3,238988.99
55925,1,5,2,43788.28
5336,0,3,1,4947.39
9221,6,3,1,925.59
160924,3,2,3,62621.37
16831,6,2,1,1644.65
109077,10,2,3,11358.0
68920,10,1,2,7051.1
38960,5,3,2,4012.25
263087,5,5,3,65438.44
17721,10,3,1,1852.76
50798,4,5,2,10347.12
77948,8,2,2,7581.53
175079,2,1,3,85351.05
76304,2,4,2,41343.36
364068,6,4,3,38041.1
16546,6,2,1,1707.64
88748,9,5,3,9241.7
114419,3,3,3,49370.59
37703,2,3,2,19290.2
35566,2,2,2,15856.85
17744,10,2,1,1713.68
17598,3,5,1,4330.76
40916,3,2,2,10739.3
18757,7,2,1,1865.31
10565,3,1,1,1031.89
72490,4,2,2,7067.31
30121,0,5,2,29180.36
151693,5,2,3,15847.64
249936,7,5,3,25052.67
58200,10,5,2,5542.39
79163,6,1,2,8032.14
41169,7,2,2,4105.89
136081,9,1,3,13753.26
17688,0,1,1,14269.34
18071,2,1,1,5276.29
37606,8,2,2,3824.34
13329,8,2,1,1376.72
323943,0,3,3,277894.71
13255,10,2,1,1343.54
11724,3,4,1,2314.86
287442,9,4,3,27973.7
11641,2,4,1,5392.69
52352,6,1,2,5056.12
286883,5,4,3,58881.49
158543,0,5,3,142688.7
74313,8,2,2,7527.88
52530,8,2,2,5026.41
20581,1,1,2,12702.57
42021,8,5,2,4223.22
13133,0,4,1,12047.37
11706,1,1,1,6308.01
74736,9,1,2,7462.32
94879,4,2,3,22694.01
397711,10,2,3,37883.19
7605,9,5,1,766.27
42075,9,5,2,4121.22
6054,8,3,1,608.51
13541,3,1,1,1328.51
8775,0,4,1,8095.35
26055,0,5,2,23449.5
206896,2,5,3,147880.06
13296,10,5,1,1385.35
181103,8,5,3,18367.53
79749,8,4,2,7665.62
318913,4,4,3,108213.02
42702,0,1,2,35676.95
24036,7,1,2,2330.69
8150,3,1,1,845.05
5888,1,5,1,4282.52
23932,3,4,2,8653.97
72447,4,2,2,7430.91
15484,1,3,1,9577.89
265841,6,1,3,25392.09
45367,5,2,2,4423.66
499538,7,3,3,48328.88
19926,6,5,1,2073.31
9555,6,1,1,936.59
284743,0,3,3,259551.79
70184,5,3,2,6903.94
46817,6,2,2,4526.84
10260,5,2,1,1022.65
223817,4,2,3,53832.39
46240,8,4,2,4492.09
29522,10,4,2,3016.46
34312,10,1,2,3366.81
21205,1,5,2,16886.52
10683,9,4,1,1043.5
262037,7,2,3,25918.04
10036,4,3,1,1017.61
159199,1,4,3,131995.08
10794,5,1,1,1125.65
52002,5,1,2,5419.15
16373,4,1,1,1625.11
52870,5,3,2,5150.48
73981,9,1,2,7356.64
52724,1,4,2,38125.07
17442,10,1,1,1822.08
331957,6,3,3,34285.4
37276,5,2,2,3735.71
7571,5,4,1,789.04
10517,1,4,1,7296.84
9270,3,4,1,1825.35
36679,0,2,2,29911.76
68603,10,4,2,6955.93
372519,0,4,3,357517.43
65882,4,4,2,9666.29
60593,6,3,2,6336.54
188469,6,4,3,18511.89
78066,8,4,2,7669.53
197205,10,5,3,19414.0
51184,0,3,2,45523.68
5096,3,3,1,738.73
185092,1,2,3,131887.13
58943,7,1,2,6072.96
10686,10,5,1,1069.35
456868,6,2,3,47741.14
303528,8,2,3,29926.78
10830,9,4,1,1045.74
19384,10,1,1,2026.48
10721,5,3,1,1062.78
51612,6,4,2,4921.86
76106,8,1,2,7258.13
23330,2,5,2,13522.1
12747,1,5,1,9554.95
8904,1,1,1,5109.32
19899,1,5,1,15163.35
480933,1,1,3,323201.65
253262,7,4,3,24257.2
18077,6,1,1,1735.62
450209,3,4,3,235250.77
156474,6,4,3,14955.86
215655,6,4,3,21670.63
493086,0,2,3,405786.19
24217,2,5,2,14338.04
6474,7,1,1,645.77
75795,3,4,2,26950.36
190228,8,4,3,19287.07
265290,6,5,3,27018.1
131511,2,5,3,93986.09
9474,9,1,1,924.96
43322,0,5,2,41687.57
61025,10,2,2,5917.76
22698,2,3,2,11427.97
177687,3,1,3,59349.01
12233,0,4,1,11056.25
49822,9,4,2,5140.51
461857,9,4,3,46689.18
79057,5,4,2,7572.44
58275,7,5,2,5941.52
29903,4,1,2,2939.5
14160,1,3,1,8991.88
265979,9,1,3,25297.39
173468,8,3,3,17023.07
23274,9,5,2,2220.64
28181,1,4,2,21807.88
375699,7,1,3,36562.78
137733,10,1,3,14351.96
21349,8,4,2,2028.49
217265,0,1,3,169155.75
5419,3,5,1,1380.13
55087,1,4,2,39869.0
41389,2,3,2,20485.38
9321,10,4,1,887.86
498046,8,3,3,47974.36
60550,1,4,2,45973.06
62353,3,1,2,12375.84
234704,4,1,3,49281.9
12048,10,3,1,1153.44
9798,5,3,1,1021.51
12864,0,2,1,10923.96
33232,0,4,2,30308.12
405742,7,3,3,41045.91
20549,5,4,2,2025.77
64838,2,5,2,37418.56
229836,1,4,3,183356.45
408871,3,3,3,179632.23
100957,3,5,3,56830.21
358365,10,2,3,34468.71
12963,1,2,1,7914.54
64746,7,5,2,6164.79
69963,9,5,2,6768.61
32181,10,4,2,3215.86
47849,6,2,2,4831.79
13708,2,3,1,5225.33
227665,9,2,3,23296.17
77505,7,5,2,7555.72
113145,5,5,3,27474.19
66200,3,2,2,16914.53
69049,4,2,2,6664.79
32285,1,5,2,25818.26
301325,5,1,3,28855.66
497958,0,3,3,450537.63
43613,7,5,2,4306.67
36830,5,3,2,3752.59
56298,1,1,2,34915.35
162382,7,2,3,15947.03
27262,3,5,2,10729.24
79499,0,5,2,71549.1
5994,2,1,1,1737.76
9272,9,1,1,972.33
8076,2,3,1,3386.06
19450,1,2,1,11539.13
6925,6,1,1,678.63
23044,9,3,2,2357.37
76112,9,1,2,7683.41
36133,7,4,2,3525.89
14047,4,4,1,1463.53
27229,2,5,2,16718.94
269062,7,4,3,25904.69
50971,3,3,2,15674.99
62775,6,5,2,5976.63
440868,4,4,3,149719.53
85972,9,2,3,8615.79
15465,7,3,1,1517.82
29150,6,5,2,3049.7
50882,3,5,2,20011.42
41691,7,1,2,4019.84
51869,1,4,2,38824.63
19749,2,5,1,10107.18
113950,10,2,3,11503.46
78623,4,4,2,11223.31
51371,3,4,2,17149.94
163100,5,1,3,16730.36
66778,8,4,2,6920.33
52660,1,2,2,35930.98
49377,1,5,2,38767.63
410737,10,4,3,39950.96
45158,10,5,2,4705.28
307120,6,5,3,31585.04
164348,3,2,3,63794.91
17409,0,1,1,14243.15
39134,3,2,2,9512.29
7497,1,4,1,5309.3
